Group_Code,Menu_Code,Group_Name,Name,PNU,Default_Value,Minimum_Value,Maximum_Value,Unit,Scaling,Datatype,Enum,Read_Only,Help,Decimals,Variable_Name,Visibility_Index,Visibility_Rule,Alarm_Parameter_Idx,Unique_ID,ItemType,CopyType,Enum_Vis_List_Idx,Group_VisibilityIdx
,P89,Display control,Display lock,3159,0,0,1,,0,,"0:OFF,1:ON",1,"With this setting it is possible to lock the keypad operation of the local display. When not used for some time, the local display will lock the button operations and a special key combination is required in order to use the keypad",0,Id_1048688,0,1,,1048688,S,S,[],1
,P41,Alarm relay priorities,Alarm relay priority,2147,1,0,3,,0,,"0:Not used,1:High Priority,2:Medium priority,3:All",1,"Set which alarm priorities that are to activate the alarm relay: 

0=Not used, alarm relay is not used


1: High, alarm with high priority will activate relay


2: Medium, alarms with high or medium priority will activate the alarm relay


3: All, all alarms will activate alarm relay",0,Id_1056797,0,1,,1056797,S,S,[],1
,,Alarm relay priorities,Mute alarm,2249,0,0,1,,0,,"0:OFF,1:ON",0,"When muting alarms, the alarm relay will stop signalling the alarm until a new alarm arises",0,Id_1056771,0,1,,1056771,F,N,[],1
,,Alarm relay priorities,High temperature - Priority,2239,1,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",0,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054512,0,1,,1054512,S,S,[],1
,,Alarm relay priorities,Low temperature - Priority,2240,1,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054514,0,1,,1054514,S,S,[],1
,,Alarm relay priorities,Sensor errors - Priority,2241,1,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054516,0,1,,1054516,S,S,[],1
,,Alarm relay priorities,DI alarms - Priority,2242,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054518,0,1,,1054518,S,S,[],1
,,Alarm relay priorities,Defrost - Priority,2243,3,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054520,0,1,,1054520,S,S,[],1
,,Alarm relay priorities,Miscellaneous - Priority,2244,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054522,0,1,,1054522,S,S,[],1
,,Alarm relay priorities,Injection - Priority,2245,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054524,0,1,,1054524,S,S,[],1
,,Alarm relay priorities,Control stopped - Priority,2246,3,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054526,0,1,,1054526,S,S,[],1
,,Alarm relay priorities,Leak detection - Priority,2247,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054528,0,1,,1054528,S,S,[],1
,,Alarm relay priorities,Humidity ctrl. - Priority,2248,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054530,0,1,,1054530,S,S,[],1
,o05,Miscellaneous-Access codes,Access code 3,2013,0,0,999,,0,INT,,1,Access code for local display,0,Id_1048687,0,1,,1048687,S,C,[],0
,o64,Miscellaneous-Access codes,Access code 2,2080,0,0,999,,0,INT,,1,Access code for local display,0,Id_1048686,0,1,,1048686,S,C,[],0
,P88,Miscellaneous-Access codes,Access code 1,3156,0,0,999,,0,INT,,1,Access code for local display,0,Id_1048685,0,1,,1048685,S,C,[],0
,U45,Miscellaneous-Network,Network status,2682,0,0,100,%,0,INT,,0,Quality of the network communication,0,Id_1054563,0,1,,1054563,R,N,[],0
,o03,Miscellaneous-Network,Network address,2008,0,0,240,,0,INT,,1,Network address of the controller,0,Id_1054564,0,1,,1054564,C,C,[],0
,,Miscellaneous-Network,Baudrate,2251,1,1,4,,0,,"1:Auto,2:9600 Baud,3:19200 Baud,4:38400 Baud",1,Communication speed of network,0,Id_1054565,0,1,,1054565,C,C,[],0
,,Miscellaneous-Network,Parity and stop bit,2255,1,0,2,,0,,"0:None,1:Even,2:Odd",1,Select parity and stop bit of Modbus messages,0,Id_1054566,0,1,,1054566,C,C,[],0
,r09,Miscellaneous-Sensor adjustment,S4 Air OFF evap. A - Adjustment,113,0,-10,10,°C,0,Float,,1,Correction of sensor signal e.g. due to long sensor cable,1,Id_1053725,0,1,,1053725,S,C,[],0
,q43,Miscellaneous-Sensor adjustment,S4 Air OFF evap. B - Adjustment,2258,0,-10,10,°C,0,Float,,1,Correction of sensor signal e.g. due to long sensor cable,1,Id_1053920,0,1,,1053920,S,C,[],0
,q44,Miscellaneous-Sensor adjustment,S4 Air OFF evap. C - Adjustment,2259,0,-10,10,°C,0,Float,,1,Correction of sensor signal e.g. due to long sensor cable,1,Id_1055892,0,1,,1055892,S,C,[],0
,o67,Miscellaneous-Factory reset,Make new factory,64053,0,0,1,,0,,"0:OFF,1:ON",1,With this command you save the controller’s actual settings as a new basic setting (the earlier factory settings are overwritten).,0,Id_1056806,0,1,,1056806,P,N,[],0
,z06,Miscellaneous-Factory reset,Reset to factory settings,60005,0,0,1,,0,,"0:OFF,1:ON",1,Command which will revert all controller settings to factory values.,0,Id_1056805,0,1,,1056805,P,N,[],0
,,Advanced-Advanced injection control,Superheat ctrl. mode A,3026,1,1,2,,0,,"1:Adaptive,2:Load based",1,"Select how to control the superheat of the evaporator. At adaptive control the superheat reference is adapted automatically to give the best utilization of the evaporator surface. 
At load based control the superheat reference is increased at high loads",0,Id_1053782,0,1,,1053782,S,S,[],1
,,Advanced-Advanced injection control,Superheat close A,3027,2,-1,15,°C,0,Float,,1,Minimum superheat limit where the valve is closing,1,Id_1053783,0,1,,1053783,S,S,[],1
,,Advanced-Advanced injection control,AFidentForce A,3127,0,0,20,,0,Float,,1,Expert setting - contact Danfoss for further information,1,Id_1053786,0,1,,1053786,S,S,[],1
,,Advanced-Advanced injection control,Superheat Kp min A,3128,2,0.1,5,,0,Float,,1,Min limit for amplification factor of PI controller adjusting the valve opening degree (expert setting),1,Id_1053784,0,1,,1053784,S,S,[],1
,,Advanced-Advanced injection control,Superheat Kp max A,3129,4,0.1,20,,0,Float,,1,Max limit for amplification factor of PI controller  adjusting the valve opening degree (expert setting),1,Id_1053785,0,1,,1053785,S,S,[],1
,,Advanced-Advanced injection control,Superheat Tn A,3130,300,10,900,s,0,INT,,1,Integration time of PI controller adjusting the valve opening degree (expert setting),0,Id_1053787,0,1,,1053787,S,S,[],1
,,Advanced-Advanced injection control,Te feedback gain A,3133,-1,-1,20,,0,Float,,1,Gain factor for feedback of evaporating temperature signal Te to PI controller controlling the superheat (expert setting),1,Id_1053788,0,1,,1053788,S,S,[],1
,,Advanced-Advanced injection control,Kp MTR control A,3059,4,1,50,,0,Float,,1,Amplification factor for modulating temperature control (Expert setting),1,Id_1053792,0,1,,1053792,S,S,[],1
,,Advanced-Advanced injection control,Tn MTR control A,3058,900,100,1800,s,0,INT,,1,Integration time for modulating temperature control (Expert setting),0,Id_1053793,0,1,,1053793,S,S,[],1
,,Advanced-Advanced injection control,AFident A,3134,3,-200,200,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1053794,0,1,,1053794,R,N,[],1
,,Advanced-Advanced injection control,Calculated Max OD A,3135,100,0,100,%,0,INT,,1,Calculated maximum opening degree of injection valve (expert readout),0,Id_1053795,0,1,,1053795,R,N,[],1
,,Advanced-Advanced injection control,Superheat close liquid ctrl. A,3155,-3,-5,15,°C,0,Float,,1,Minimum limit of superheat where the valve is closing duting adaptive liquid control,1,Id_1053801,0,1,,1053801,S,S,[],1
,,Advanced-Advanced injection control,AFident Ee,60068,3,1,20,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1056775,7,0,,1056775,S,N,[],1
,,Advanced-Advanced injection control,Aver.OD Ee,60069,20,1,100,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1056776,7,0,,1056776,S,N,[],1
,,Advanced-Advanced injection control,AFidentForce B,2753,0,0,20,,0,Float,,1,Expert setting - contact Danfoss for further information,1,Id_1053981,3,GetVar(148) > 1,,1053981,S,S,[],1
,,Advanced-Advanced injection control,AFident B,2754,3,-200,200,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1053989,3,GetVar(148) > 1,,1053989,R,N,[],1
,,Advanced-Advanced injection control,Calculated Max OD B,2755,0,0,100,%,0,INT,,1,Calculated maximum opening degree of injection valve (expert readout),0,Id_1053990,3,GetVar(148) > 1,,1053990,R,N,[],1
,,Advanced-Advanced injection control,AFidentForce C,2757,0,0,20,,0,Float,,1,Expert setting - contact Danfoss for further information,1,Id_1055953,4,GetVar(148) == 3,,1055953,S,S,[],1
,,Advanced-Advanced injection control,AFident C,2758,3,-200,200,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1055961,4,GetVar(148) == 3,,1055961,R,N,[],1
,,Advanced-Advanced injection control,Calculated Max OD C,2759,0,0,100,%,0,INT,,1,Calculated maximum opening degree of injection valve (expert readout),0,Id_1055962,4,GetVar(148) == 3,,1055962,R,N,[],1
,,Advanced-Advanced injection control,AFident Ee,60071,3,1,20,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1056780,7,0,,1056780,S,C,[],1
,,Advanced-Advanced injection control,Aver.OD Ee,60073,20,1,100,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1056781,7,0,,1056781,S,C,[],1
,,Advanced-Advanced injection control,AFident Ee,60075,3,1,20,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1056785,7,0,,1056785,S,C,[],1
,,Advanced-Advanced injection control,Aver.OD Ee,60077,20,1,100,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1056786,7,0,,1056786,S,C,[],1
,u00,Advanced-Master control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],1
,,Advanced-Master control,Regulation condition A,2554,0,0,15,,0,,"0:Main switch OFF,1:Injection start,2:Superheat ctrl.,3:Fill evap.,4:Defrost,5:Post defrost,6:Forced closing,7:Injection fault,8:Emergency control,9:Modulating ctrl.,10:Melt period,11:Door open,12:Case cleaning,13:Cutout,14:Forced cooling,15:Shut down",1,Readout of the actual control state of the controller,0,Id_1053669,0,1,,1053669,R,N,[],1
,,Advanced-Master control,Regulation condition B,2752,0,0,15,,0,,"0:Main switch OFF,1:Injection start,2:Superheat ctrl.,3:Fill evap.,4:Defrost,5:Post defrost,6:Forced closing,7:Injection fault,8:Emergency control,9:Modulating ctrl.,10:Melt period,11:Door open,12:Case cleaning,13:Cutout,14:Forced cooling,15:Shut down",1,Readout of the actual control state of the controller,0,Id_1053864,3,GetVar(148) > 1,,1053864,R,N,[],1
,,Advanced-Master control,Regulation condition C,2756,0,0,15,,0,,"0:Main switch OFF,1:Injection start,2:Superheat ctrl.,3:Fill evap.,4:Defrost,5:Post defrost,6:Forced closing,7:Injection fault,8:Emergency control,9:Modulating ctrl.,10:Melt period,11:Door open,12:Case cleaning,13:Cutout,14:Forced cooling,15:Shut down",1,Readout of the actual control state of the controller,0,Id_1055836,4,GetVar(148) == 3,,1055836,R,N,[],1
,,Advanced-Master control,MC Actual cutin temp.,2553,4,-200,200,°C,0,Float,,1,,1,Id_1053478,0,1,,1053478,R,N,[],1
,,Advanced-Master control,MC Actual cutout temp.,2501,2,-200,200,°C,0,Float,,1,,1,Id_1053477,0,1,,1053477,R,N,[],1
,,Advanced-Master control,MC Ther. toggle,3146,0,0,2,,0,,"0:No action,1:Toggle ON,2:Toggle OFF",1,Master control signal used for switching case load ON/OFF depending on load condition,0,Id_1053439,0,1,,1053439,S,N,[],1
,,Advanced-Master control,MC Load request,3147,0,-100,100,%,0,INT,,1,Master control signal used to control load balance between multiple case controllers on the same suction line,0,Id_1053440,0,1,,1053440,S,N,[],1
,,Advanced-Master control,MC Max Te offset,3151,0,-180,100,°C,0,Float,,1,Requested offset to actual evporating temperature in order to keep the air temperature at the actual set point,1,Id_1053798,0,1,,1053798,R,N,[],1
,,Advanced-Master control,MC Liquid control,3149,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal allowing switch to adaptive liquid control,0,Id_1053799,0,1,,1053799,S,N,[],1
,,Advanced-Master control,MC Night setback,126,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal for changing between day and night time operation,0,Id_1048671,0,1,,1048671,S,N,[],1
,,Advanced-Master control,MC Case shutdown,2650,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal used to shut down a case for a time period. During shut down there will be no alarm monitoring,0,Id_1053438,0,1,,1053438,S,N,[],1
,,Advanced-Master control,MC Forced closing,3022,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal that will close the injection valve,0,Id_1053437,0,1,,1053437,S,N,[],1
,,Advanced-Master control,MC Forced cooling,3044,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal that will provide forced cooling,0,Id_1053436,0,1,,1053436,S,N,[],1
,,Advanced-Master control,MC Defrost start,1042,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal for starting a defrost. At adaptive defrost the defrost might be skipped if the defrost is not needed,0,Id_1054102,0,1,,1054102,S,N,[],1
,,Advanced-Master control,MC Defrost state,1036,0,0,1,,0,,"0:OFF,1:ON",0,Read out the actual state of the defrost,0,Id_1056772,0,1,,1056772,R,N,[],1
,,Advanced-Master control,MC Hold after defrost,2022,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal used for co-ordinated defrost control to hold cabinets from returning to normal refrigeration after a defrost until all cabinets have terminated defrost,0,Id_1054103,0,1,,1054103,S,N,[],1
,,Advanced-Master control,MC Stop defrost,1031,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal used to prevent a defrost start in a controller.,0,Id_1054104,0,1,,1054104,S,N,[],1
,o39,Advanced-Master control,MC Light signal,2058,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal for control of light via data communication signal from system manager,0,Id_1054238,0,1,,1054238,S,N,[],1
,,Advanced-Master control,MC Actual dewpoint,2138,0,-200,200,°C,0,Float,,1,Master control signal sending the actual measured dew point from system manager to controller over the network.,1,Id_1054186,0,1,,1054186,S,N,[],1
,,Advanced-Master control,MC Po load factor,2572,0,0,10,,0,Float,,1,,1,Id_1053479,0,1,,1053479,R,N,[],1
,,Advanced-Master control,MC Bluetooth lock,1062,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal that will lock down all Bluetooth datacommunication,0,Id_1048596,0,1,,1048596,S,N,[],1
,,Advanced-Master control,MC Min delta T,1061,0,-180,100,°C,0,Float,,1,Required minimum delta temperature across  evaporator (S3 - Te) in order to keep the air temperature at the actual set point,1,Id_1053802,0,1,,1053802,R,N,[],1
,,Advanced-Master control,No. of case sections,2765,1,1,3,,0,,,0,No. of sections in the case,0,Id_1053445,0,1,,1053445,R,N,[],1
,,Invisible-Simulation,AI1 Simulering,40001,-200,-200,200,,0,Float,,0,,1,Id_1056284,0,1,,1056284,S,N,[],7
,,Invisible-Simulation,AI2 Simulering,40002,-200,-200,200,,0,Float,,0,,1,Id_1056300,0,1,,1056300,S,N,[],7
,,Invisible-Simulation,AI3 Simulering,40003,-200,-200,200,,0,Float,,0,,1,Id_1056316,0,1,,1056316,S,N,[],7
,,Invisible-Simulation,AI4 Simulering,40004,-200,-200,200,,0,Float,,0,,1,Id_1056332,0,1,,1056332,S,N,[],7
,,Invisible-Simulation,AI5 Simulering,40005,-200,-200,200,,0,Float,,0,,1,Id_1056348,0,1,,1056348,S,N,[],7
,,Invisible-Simulation,AI6 Simulering,40006,-200,-200,200,,0,Float,,0,,1,Id_1056364,0,1,,1056364,S,N,[],7
,,Invisible-Simulation,AI7 Simulering,40007,-200,-200,200,,0,Float,,0,,1,Id_1056380,0,1,,1056380,S,N,[],7
,,Invisible-Simulation,DI1 Simulate,40008,-200,-200,200,,0,INT,,0,,0,Id_1056201,0,1,,1056201,S,N,[],7
,,Invisible-Simulation,DI2 Simulate,40009,-200,-200,200,,0,INT,,0,,0,Id_1056218,0,1,,1056218,S,N,[],7
,,Invisible-Simulation,DI3 Simulate,40010,-200,-200,200,,0,INT,,0,,0,Id_1056235,0,1,,1056235,S,N,[],7
,,Invisible-Controller identification,Ordering number,64157,0,0,20,,0,String,,0,Ordering number of controller,0,Id_1048578,0,1,,1048578,R,N,[],7
,,Invisible-Controller identification,Controller model,64158,0,0,32,,0,,,0,"The specific model of the device such as ""AK-PC 782"".",0,Id_1048577,0,1,,1048577,R,N,[],7
,,Invisible-Controller identification,Device ID,3158,0,0,999,,0,INT,,1,Unique identification of device in a communication network,0,Id_1048590,0,1,,1048590,S,C,[],7
,x00,Invisible-Controller identification,Software version,2003,150,-32767,32767,,0,INT,,0,Software version of controller,0,Id_1048581,0,1,,1048581,R,N,[],7
,,Invisible-Controller identification,Ordering number low,2011,55,0,9999,,0,INT,,0,The last four digits of the ordering number,0,Id_1056811,0,1,,1056811,R,N,[],7
,,Invisible-Controller identification,Software suffix,60008,0,0,0,,0,INT,,0,Suffix identifying the selected application mode in the controller,0,Id_1056810,0,1,,1056810,R,N,[],7
,,Invisible-Controller identification,Software reset,40011,0,-32767,32767,,0,INT,,1,Internal Danfoss parameter used for reset of software,0,Id_1056809,0,1,,1056809,F,N,[],7
,,Invisible-Controller identification,Fast forward,64152,0,0,65535,,0,INT,,1,Internal Danfoss parameter used for speeding up application during testing,0,Id_1056804,0,1,,1056804,S,N,[],7
,,Invisible-Controller identification,Wink state,3157,0,0,1,,0,,"0:OFF,1:ON",1,,0,Id_1056799,0,1,,1056799,S,N,[],7
,,Invisible-Controller identification,Restore mode,2252,0,0,1,,0,,"0:OFF,1:ON",0,"Special parameter used to put the controller into a restore mode, which is used when all parameteres are restored from a setting file",0,Id_1056767,7,0,,1056767,P,N,[],7
,,Invisible-Controller identification,Cooling state,2253,0,0,1,,0,,"0:OFF,1:ON",0,Actual cooling state,0,Id_1056073,0,1,,1056073,R,N,[],7
,,Invisible-Controller identification,No. of alarms,2732,0,0,100,,0,INT,,0,Actual number of active alarms,0,Id_1055706,0,1,,1055706,R,N,[],7
,U71,Invisible-Controller identification,Application mode,2701,1,1,9,,0,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",0,Readout of the selected application mode,0,Id_1056796,0,1,,1056796,R,N,[],7
,E01,Invisible-Alarm destinations,Hardware failure,20000,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,The controller has a hardware failure,,Id_1054583,0,1,,1054583,R,N,[],7
,E06,Invisible-Alarm destinations,Clock lost time,20001,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Clock has lost valid time,,Id_1054591,0,1,,1054591,R,N,[],7
,E20,Invisible-Alarm destinations,Pe Evap. pressure A - Sensor error,20002,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054727,0,1,,1054727,R,N,[],7
,E24,Invisible-Alarm destinations,S2 Gas outlet A - Sensor error,20003,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054719,0,1,,1054719,R,N,[],7
,E26,Invisible-Alarm destinations,S4 Air OFF evap. A - Sensor error,20004,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054723,0,1,,1054723,R,N,[],7
,E27,Invisible-Alarm destinations,S5 Evaporator A - Sensor error,20005,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054725,0,1,,1054725,R,N,[],7
,E37,Invisible-Alarm destinations,S5 Evaporator B - Sensor error,20006,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054753,0,1,,1054753,R,N,[],7
,E59,Invisible-Alarm destinations,Humidity sensor - Sensor error,20007,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054786,0,1,,1054786,R,N,[],7
,E60,Invisible-Alarm destinations,S4 Air OFF evap. B - Sensor error,20008,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054751,0,1,,1054751,R,N,[],7
,E61,Invisible-Alarm destinations,S4 Air OFF evap. C - Sensor error,20009,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1056059,0,1,,1056059,R,N,[],7
,E62,Invisible-Alarm destinations,S2 Gas outlet B - Sensor error,20010,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054747,0,1,,1054747,R,N,[],7
,E63,Invisible-Alarm destinations,S2 Gas outlet C - Sensor error,20011,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1056055,0,1,,1056055,R,N,[],7
,A01,Invisible-Alarm destinations,High temperature alarm A,20012,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,The alarm temperature has been above the max alarm limit for a longer time period than the set alarm delay.,,Id_1054684,0,1,,1054684,R,N,[],7
,A02,Invisible-Alarm destinations,Low temperature alarm A,20013,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,The alarm temperature has been below the min alarm limit for a longer time period than the set alarm delay.,,Id_1054685,0,1,,1054685,R,N,[],7
,A04,Invisible-Alarm destinations,Door open alarm,20014,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,The door has been open for a too long time,,Id_1054787,0,1,,1054787,R,N,[],7
,A05,Invisible-Alarm destinations,Max defrost hold time exceeded,20015,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,The controller has been waiting longer time than permitted after a co-ordinated defrost.,,Id_1056417,0,1,,1056417,R,N,[],7
,A11,Invisible-Alarm destinations,Refrigerant not selected,20016,,,,,,,"1:1: Comp/Alarm/Light,2:2: Comp/Rail/Light,3:3: Comp/Alarm/Rail,4:4: Alarm/Rail/Light,5:5: Hotgas remote,6:6: Dual with 1 evap.,7:7: Dual with 2 evap.,8:8: Coldroom,9:9: Custom",1,The refrigerant has not been selected hence control can not be initiated,,Id_1054590,0,1,,1054590,R,N,[],7
