ParameterName,DB_Menucode,KP_Menucode,Result,DB_DefaultValue,KP_DefaultValue,Result,DB_MinValue,KP_MinValue,Result,DB_MaxValue,KP_MaxValue,Result,DB_Unit,KP_Unit,Result,DB_Info,KP_Info,Result,Present_Value
Access Show Economy/Night Mode,SEC,SEC,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Show Holiday,SHo,SHo,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Show Defrost,SdF,SdF,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access High Temp Alarm,HAt,HAt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Low Temp Alarm,LAt,LAt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access High Alarm delay,Htd,Htd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Low Alarm delay,Ltd,Ltd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Pulldown delay,Pdd,Pdd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Door Open delay,dod,dod,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Voltage alarm,uAL,uAL,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Leakage alarm,LEA,LEA,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Alarm Buzzer Duration,Abd,Abd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Auto Clearance of Alarm,ACA,ACA,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Automatic heater mode enable,AuH,AuH,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Energy mode delay,End,End,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Auto Heat set point,AHS,AHS,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Auto heat differential,AHd,AHd,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access ECO on/off,ECo,ECo,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Door Actions,EdA,EdA,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Pir Actions,EPA,EPA,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Action counter time,ECt,ECt,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Door delay ,Edd,Edd,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Pir delay,EPd,EPd,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Shop Light Day,SLd,SLd,True,63,RW RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,63
Access Shop Light Night,SLn,SLn,True,63,RW RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,63
Access Time to pull down,tto,tto,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Light Source delay on ECO ,LSd,LSd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Early Wake Up on/off,Euu,Euu,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Shop close hour,CLH,CLH,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Early wake up time offset,ErL,ErL,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Holiday Length,HoL,HoL,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access ECO Temperature Offset,Eto,Eto,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Holiday Temperature Offset,Hto,Hto,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access ECO Differential,diE,diE,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access ECO Fan on cycle,FoE,FoE,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access ECO Fan stop cycle,FSE,FSE,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access ECO Cabinet light control,ELC,ELC,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Eco Light delay,ELd,ELd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access MODBUS Safety,uSA,uSA,True,48,-- -- RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,48
Access Temp Adj. for S1,t1A,t1A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Temp Adj. for S2,t2A,t2A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Temp Adj. for S3,t3A,t3A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Temp Adj. for S4,t4A,t4A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access S1 Config,S1C,S1C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access S2 Config,S2C,S2C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access S3 Config,S3C,S3C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access S4 Config,S4C,S4C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access S1 Application,S1A,S1A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access S2 Application,S2A,S2A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access S3 Application,S3A,S3A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access S4 Application,S4A,S4A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access DI Config,diC,diC,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access DO1 Config,o1C,o1C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access DO2 Config,o2C,o2C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access DO3 Config,o3C,o3C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access DO4 Config,o4C,o4C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 1 Short Config,b1C,b1C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 1 Long Config,b1L,b1L,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 2 Short Config,b2C,b2C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 2 Long Config,b2L,b2L,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 3 Short Config,b3C,b3C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 3 Long Config,b3L,b3L,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 4 Short Config,b4C,b4C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 4 Long Config,b4L,b4L,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 5 Short Config,b5C,b5C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Button 5 Long Config,b5L,b5L,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Pass-word level1,PS1,PS1,True,63,RW RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,63
Access Pass-word level2,PS2,PS2,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,60
Access Pass-word level3,PS3,PS3,True,48,-- -- RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,48
Access Accumulated Compressor run time,ACt,ACt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Accumulated Fan run time,AFt,AFt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Accumulated Light run time,ALt,ALt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Accumulated ERC run time,AEt,AEt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Digital Input,Sdi,Sdi,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Voltage value,uAC,uAC,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access DOs Status,ouS,ouS,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access DO1 Counter,rL1,rL1,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access DO2 Counter,rL2,rL2,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access DO3 Counter,rL3,rL3,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access DO4 Counter,rL4,rL4,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Interval Counter,int,int,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Defrost Time Counter,dnt,dnt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Door Open Counter,ont,ont,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Serial Number,Snu,Snu,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Firmware Version,Fir,Fir,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,21
Access Hardware Version,HAr,HAr,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,21
Access Order No Low,onL,onL,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,21
Access Order No High,onH,onH,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,21
Access OEM Code Low,oEL,oEL,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,21
Access OEM Code middle,oEn,oEn,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,21
Access OEM Code High,oEH,oEH,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,21
Access Parameter Version,PAr,PAr,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,21
Access Manufacturing Date,CHd,CHd,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Condensor temp,Ctt,Ctt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Evaporator1 temp,Et1,Et1,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Evaporator2 temp,Et2,Et2,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access AUX temp,Aus,Aus,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Light Level,LLu,LLu,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Movemnet sensor state,Pir,Pir,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access Air temp,Att,Att,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,20
Access External ECO switch,ESS,ESS,True,--,-- -- --,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,0
Access Show Compressor Symbol,SCS,SCS,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Show Fan Symbol,SFS,SFS,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Show Defrost Symbol,SdS,SdS,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Show ECO Symbol,SES,SES,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Info Menu Display Item,idP,idP,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Show Pull Down,SSC,SSC,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,52
Access Database version,dbr,dbr,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True,21
