Group_Code,Menu_Code,Group_Name,Name,PNU,Default_Value,Minimum_Value,Maximum_Value,Unit,Scaling,Datatype,Enum,Read_Only,Help,Decimals,Variable_Name,Visibility_Index,Visibility_Rule,Alarm_Parameter_Idx,Unique_ID,ItemType,CopyType,Enum_Vis_List_Idx
,o41,Railheat control,Rail heat ON cycle day,2060,100,0,100,%,0,INT,,1,Railheat power during day time. The ON period is set as a percentage of the period,0,Id_1054180,31,((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1) and GetVar(143) > 0,,1054180,S,S,[]
,o42,Railheat control,Rail heat ON cycle night,2061,100,0,100,%,0,INT,,1,Railheat power during night time. The ON period is set as a percentage of the period time,0,Id_1054181,31,((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1) and GetVar(143) > 0,,1054181,S,S,[]
,o43,Railheat control,Rail heat period time,2062,5,1,60,min,0,INT,,1,Periodtime for pulsing of railheat,0,Id_1054182,31,((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1) and GetVar(143) > 0,,1054182,S,S,[]
,P82,Railheat control,Rail heat PWM - Period time,2200,10,4,60,s,0,INT,,1,Period time for the pulse width modulation,0,Id_1054208,34,GetVar(213) == 1,,1054208,S,S,[]
,o88,Railheat control,Rail heat min ON cycle,2119,30,0,100,%,0,INT,,1,"Lowest permitted rail heat power. 
When the measured dew point is below the defined minimum limit the rail heat will run with the set minimum power",0,Id_1054185,32,((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1) and GetVar(143) == 2,,1054185,S,S,[]
,o86,Railheat control,Dewpoint min limit,2117,50,-10,50,°C,0,Float,,1,If the measuered dew point is below the set value the rail heat is running at minimum heat,1,Id_1054183,32,((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1) and GetVar(143) == 2,,1054183,S,S,[]
,o87,Railheat control,Dewpoint max limit,2118,50,-10,50,°C,0,Float,,1,If the measured dew point is above the set value the rail heat is maximum,1,Id_1054184,32,((GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)) || GetVar(213) == 1) and GetVar(143) == 2,,1054184,S,S,[]
,u00,Light/Blinds/Cleaning control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[]
,u13,Light/Blinds/Cleaning control,Night condition,2533,0,0,1,,0,,"0:OFF,1:ON",0,Status at the day-/night operation (night operation: on/off),0,Id_1048672,0,1,,1048672,R,N,[]
,u63,Light/Blinds/Cleaning control,Light,2584,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054249,30,(GetVar(184) != 3 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 6 || GetVar(186) == 6 || GetVar(188) == 6 || GetVar(187) == 6 || GetVar(193) == 6)),,1054249,R,N,[]
,u82,Light/Blinds/Cleaning control,Blinds,2602,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054259,33,GetVar(184) == 9 and (GetVar(185) == 7 || GetVar(186) == 7 || GetVar(188) == 7 || GetVar(187) == 7 || GetVar(193) == 7),,1054259,R,N,[]
,o38,Light/Blinds/Cleaning control,Light control mode,2057,1,1,5,,0,,"1:Day and night,2:Network,3:Door switch,4:Network (Fallback),5:Digital input",1,"Configuration of light function

1: Light is controlled via  day/night status 

2: Light is controlled via data communication and master control parameter ""MC Light signal"" 

3: Light is controlled by door contact on DI input. When the door is opened the relay will cut in. When the door is closed again there will be a time delay of two minutes before the light is switched off. 

4: As ""2"" but if there are any 15-minute network errors, the light will switch on and the night blind will open. 

5: Light is controlled via DI input signal",0,Id_1054235,30,(GetVar(184) != 3 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 6 || GetVar(186) == 6 || GetVar(188) == 6 || GetVar(187) == 6 || GetVar(193) == 6)),,1054235,S,S,[]
,o98,Light/Blinds/Cleaning control,Light at Main switch OFF,2146,0,0,1,,0,,"0:OFF,1:Normal ctrl.",1,"Define how light and blinds are to be controlled at Main switch OFF 

0: Light is switched off and night blinds are open when the main switch is off 

1: Light and night blinds are independent of main switch.",0,Id_1054237,30,(GetVar(184) != 3 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 6 || GetVar(186) == 6 || GetVar(188) == 6 || GetVar(187) == 6 || GetVar(193) == 6)),,1054237,S,S,[]
,P60,Light/Blinds/Cleaning control,Blinds max open time,2176,5,0,60,min,0,INT,,1,Time delay from when blinds have been opened manually until they close again,0,Id_1054236,33,GetVar(184) == 9 and (GetVar(185) == 7 || GetVar(186) == 7 || GetVar(188) == 7 || GetVar(187) == 7 || GetVar(193) == 7),,1054236,S,S,[]
,P65,Light/Blinds/Cleaning control,Fan stop at blinds closing,2179,0,0,300,s,0,INT,,1,When blinds are closing the fans are stopped in the defined time delay in order to ensure that the blinds are closed correctly,0,Id_1054239,4,(GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))),,1054239,S,S,[]
,o46,Light/Blinds/Cleaning control,Case cleaning mode,2056,0,0,2,,0,,"0:OFF,1:Fans run,2:Cleaning",0,"The status of the function can be followed here or the function can be started manually.

0 = Normal operation (no cleaning) 

1 = Only fans are running to defrost the evaporator. All other outputs are Off. 

2 = Cleaning with stopped fans. All outputs are Off. 

If the function is controlled by a digital input signal, the relevant status can be seen here in the menu.",0,Id_1054361,0,1,,1054361,S,N,[]
,u00,Display control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[]
,u56,Display control,Display readout A,2576,0,-200,200,°C,0,Float,,0,Read out of the temperature shown on the display,1,Id_1053556,0,1,,1053556,R,N,[]
,U35,Display control,Display readout B,2672,0,-200,200,°C,0,Float,,0,Read out of the temperature shown on the display,1,Id_1053667,21,GetVar(184) == 6 || GetVar(184) == 7,,1053667,R,N,[]
,o97,Display control,Display readout,2145,1,1,2,,0,,"1:Display air,2:S6 Product temp.",1,Select which temperature to show in the display,0,Id_1053555,0,1,,1053555,S,S,['S6 Product temp.:25']
,o17,Display control,Display air S4%,2021,100,0,100,%,0,INT,,1,"Signal to the display sensor. 
Here you have to define the ratio between the sensors which the display has to use. S3, S4 or a combination of the two. 

With setting 0% only S3 is used. 
With 100% only S4 is used",0,Id_1053557,0,1,,1053557,S,S,[]
,,Display control,Display readout adjustment,104,0,-10,10,°C,0,Float,,1,"Correction of the display´s temperature.
If the temperature at the products and the temperature received by the controller are not identical, an offset adjustment of the display temperature can be carried out.""",1,Id_1053554,0,1,,1053554,S,S,[]
,r05,Display control,Temperature unit,105,0,0,1,,0,,"0:Celsius,1:Fahrenheit",1,Select whether temperatures are to be shown as °C or as °F.,0,Id_1048691,0,1,,1048691,S,S,[]
,P89,Display control,Display lock,3159,0,0,1,,0,,"0:OFF,1:ON",1,"With this setting it is possible to lock the keypad operation of the local display. When not used for some time, the local display will lock the button operations and a special key combination is required in order to use the keypad",0,Id_1048688,0,1,,1048688,S,S,[]
,P41,Alarm relay priorities,Alarm relay priority,2147,2,0,3,,0,,"0:Not used,1:High Priority,2:Medium priority,3:All",1,"Set which alarm priorities that are to activate the alarm relay: 

0=Not used, alarm relay is not used


1: High, alarm with high priority will activate relay


2: Medium, alarms with high or medium priority will activate the alarm relay


3: All, all alarms will activate alarm relay",0,Id_1056797,0,1,,1056797,S,S,[]
,,Alarm relay priorities,Mute alarm,2249,0,0,1,,0,,"0:OFF,1:ON",0,"When muting alarms, the alarm relay will stop signalling the alarm until a new alarm arises",0,Id_1056771,0,1,,1056771,F,N,[]
,,Alarm relay priorities,High temperature - Priority,2239,1,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054512,0,1,,1054512,S,S,[]
,,Alarm relay priorities,Low temperature - Priority,2240,1,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054514,0,1,,1054514,S,S,[]
,,Alarm relay priorities,Sensor errors - Priority,2241,1,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054516,0,1,,1054516,S,S,[]
,,Alarm relay priorities,DI alarms - Priority,2242,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054518,56,(GetVar(184) != 7 and GetVar(184) != 8 and ((GetVar(194) == 8) || (GetVar(194) == 9))) || (GetVar(195) == 8 || GetVar(195) == 9),,1054518,S,S,[]
,,Alarm relay priorities,Defrost - Priority,2243,3,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054520,2,GetVar(25) > 0,,1054520,S,S,[]
,,Alarm relay priorities,Miscellaneous - Priority,2244,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054522,0,1,,1054522,S,S,[]
,,Alarm relay priorities,Injection - Priority,2245,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054524,0,1,,1054524,S,S,[]
,,Alarm relay priorities,Control stopped - Priority,2246,3,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054526,0,1,,1054526,S,S,[]
,,Alarm relay priorities,Leak detection - Priority,2247,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054528,57,(GetVar(184) != 7 and GetVar(184) != 8 and GetVar(194) == 20) || (GetVar(195) == 20) || (GetVar(196) == 20),,1054528,S,S,[]
,,Alarm relay priorities,Humidity ctrl. - Priority,2248,2,0,3,,0,,"0:Disabled,3:Low,2:Medium,1:High",1,"Select the priority of the alarms associated to the alarm group. 
Be aware - by selecting ""Disable"" the alarms will not be shown on the display or be routed to the alarm relay or to the network.",0,Id_1054530,38,GetVar(184) == 8 and GetVar(309) == 1,,1054530,S,S,[]
,o05,Miscellaneous-Access codes,Access code 3,2013,0,0,999,,0,INT,,1,Access code for local display,0,Id_1048687,0,1,,1048687,S,C,[]
,o64,Miscellaneous-Access codes,Access code 2,2080,0,0,999,,0,INT,,1,Access code for local display,0,Id_1048686,0,1,,1048686,S,C,[]
,P88,Miscellaneous-Access codes,Access code 1,3156,0,0,999,,0,INT,,1,Access code for local display,0,Id_1048685,0,1,,1048685,S,C,[]
,U45,Miscellaneous-Network,Network status,2682,0,0,100,%,0,INT,,0,Quality of the network communication,0,Id_1054563,0,1,,1054563,R,N,[]
,o03,Miscellaneous-Network,Network address,2008,0,0,240,,0,INT,,1,Network address of the controller,0,Id_1054564,0,1,,1054564,C,C,[]
,,Miscellaneous-Network,Baudrate,2251,1,1,4,,0,,"1:Auto,2:9600 Baud,3:19200 Baud,4:38400 Baud",1,Communication speed of network,0,Id_1054565,0,1,,1054565,C,C,[]
,,Miscellaneous-Network,Parity and stop bit,2255,1,0,2,,0,,"0:None,1:Even,2:Odd",1,Select parity and stop bit of Modbus messages,0,Id_1054566,0,1,,1054566,C,C,[]
,r10,Miscellaneous-Sensor adjustment,S3 Air ON evap. A - Adjustment,114,0,-10,10,°C,0,Float,,1,Correction of sensor signal e.g. due to long sensor cable,1,Id_1053712,0,1,,1053712,S,C,[]
,r09,Miscellaneous-Sensor adjustment,S4 Air OFF evap. A - Adjustment,113,0,-10,10,°C,0,Float,,1,Correction of sensor signal e.g. due to long sensor cable,1,Id_1053725,0,1,,1053725,S,C,[]
,r53,Miscellaneous-Sensor adjustment,S3 Air ON evap. B - Adjustment,165,0,-10,10,°C,0,Float,,1,Correction of sensor signal e.g. due to long sensor cable,1,Id_1053907,21,GetVar(184) == 6 || GetVar(184) == 7,,1053907,S,C,[]
,r59,Miscellaneous-Sensor adjustment,S6 product temp. - Adjustment,180,0,-10,10,°C,0,Float,,1,Correction of sensor signal e.g. due to long sensor cable,1,Id_1053552,25,GetVar(184) != 6 and GetVar(184) != 7 and GetVar(138) == 1,,1053552,S,C,[]
,o67,Miscellaneous-Factory reset,Make new factory,64053,0,0,1,,0,,"0:OFF,1:ON",1,With this command you save the controller’s actual settings as a new basic setting (the earlier factory settings are overwritten).,0,Id_1056806,0,1,,1056806,P,N,[]
,z06,Miscellaneous-Factory reset,Reset to factory settings,60005,0,0,1,,0,,"0:OFF,1:ON",1,Command which will revert all controller settings to factory values.,0,Id_1056805,0,1,,1056805,P,N,[]
,,Advanced-Advanced injection control,Superheat ctrl. mode A,3026,1,1,2,,0,,"1:Adaptive,2:Load based",1,"Select how to control the superheat of the evaporator. At adaptive control the superheat reference is adapted automatically to give the best utilization of the evaporator surface. 
At load based control the superheat reference is increased at high loads",0,Id_1053782,0,1,,1053782,S,S,[]
,,Advanced-Advanced injection control,Superheat close A,3027,2,-1,15,°C,0,Float,,1,Minimum superheat limit where the valve is closing,1,Id_1053783,0,1,,1053783,S,S,[]
,,Advanced-Advanced injection control,AFidentForce A,3127,0,0,20,,0,Float,,1,Expert setting - contact Danfoss for further information,1,Id_1053786,0,1,,1053786,S,S,[]
,,Advanced-Advanced injection control,Superheat Kp min A,3128,2,0.1,5,,0,Float,,1,Min limit for amplification factor of PI controller adjusting the valve opening degree (expert setting),1,Id_1053784,0,1,,1053784,S,S,[]
,,Advanced-Advanced injection control,Superheat Kp max A,3129,4,0.1,20,,0,Float,,1,Max limit for amplification factor of PI controller  adjusting the valve opening degree (expert setting),1,Id_1053785,0,1,,1053785,S,S,[]
,,Advanced-Advanced injection control,Superheat Tn A,3130,300,10,900,s,0,INT,,1,Integration time of PI controller adjusting the valve opening degree (expert setting),0,Id_1053787,0,1,,1053787,S,S,[]
,,Advanced-Advanced injection control,Te feedback gain A,3133,-1,-1,20,,0,Float,,1,Gain factor for feedback of evaporating temperature signal Te to PI controller controlling the superheat (expert setting),1,Id_1053788,0,1,,1053788,S,S,[]
,,Advanced-Advanced injection control,Kp MTR control A,3059,4,1,50,,0,Float,,1,Amplification factor for modulating temperature control (Expert setting),1,Id_1053792,0,1,,1053792,S,S,[]
,,Advanced-Advanced injection control,Tn MTR control A,3058,900,100,1800,s,0,INT,,1,Integration time for modulating temperature control (Expert setting),0,Id_1053793,0,1,,1053793,S,S,[]
,,Advanced-Advanced injection control,AFident A,3134,3,-200,200,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1053794,0,1,,1053794,R,N,[]
,,Advanced-Advanced injection control,Calculated Max OD A,3135,100,0,100,%,0,INT,,1,Calculated maximum opening degree of injection valve (expert readout),0,Id_1053795,0,1,,1053795,R,N,[]
,,Advanced-Advanced injection control,Superheat close liquid ctrl. A,3155,-3,-5,15,°C,0,Float,,1,Minimum limit of superheat where the valve is closing duting adaptive liquid control,1,Id_1053801,0,1,,1053801,S,S,[]
,,Advanced-Advanced injection control,AFident Ee,60068,3,1,20,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1056775,7,0,,1056775,S,N,[]
,,Advanced-Advanced injection control,Aver.OD Ee,60069,20,1,100,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1056776,7,0,,1056776,S,N,[]
,,Advanced-Advanced adaptiv defrost control,AD sensibility,1063,0.5,0.1,5,,0,Float,,1,Expert setting - contact Danfoss for further information,1,Id_1056764,22,GetVar(25) > 0 and GetVar(39) > 0,,1056764,S,S,[]
,,Advanced-Advanced adaptiv defrost control,Flash gas sense,1039,1,0.1,5,,0,Float,,1,Expert setting - contact Danfoss for further information,1,Id_1053824,22,GetVar(25) > 0 and GetVar(39) > 0,,1053824,S,S,[]
,,Advanced-Advanced adaptiv defrost control,Air tuning value,1035,0,0,300,,0,Float,,1,Expert setting - contact Danfoss for further information,1,Id_1053822,22,GetVar(25) > 0 and GetVar(39) > 0,,1053822,S,N,[]
,,Advanced-Advanced adaptiv defrost control,New air tuning value,2631,0,0,300,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1053828,22,GetVar(25) > 0 and GetVar(39) > 0,,1053828,R,N,[]
,,Advanced-Advanced adaptiv defrost control,Little ice indicator,5520,0,0,300,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1053825,22,GetVar(25) > 0 and GetVar(39) > 0,,1053825,R,N,[]
,,Advanced-Advanced adaptiv defrost control,Medium ice indicator,2630,0,0,300,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1053826,22,GetVar(25) > 0 and GetVar(39) > 0,,1053826,R,N,[]
,,Advanced-Advanced adaptiv defrost control,Heavy ice indicator,5522,0,0,300,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1053827,22,GetVar(25) > 0 and GetVar(39) > 0,,1053827,R,N,[]
,,Advanced-Advanced adaptiv defrost control,Flash gas indicator,2632,0,0,300,,0,Float,,1,Expert readout - contact Danfoss for further information,1,Id_1053829,22,GetVar(25) > 0 and GetVar(39) > 0,,1053829,R,N,[]
,,Advanced-Advanced adaptiv defrost control,AD int. state,5528,0,-32768,32767,,0,INT,,1,Expert readout - contact Danfoss for further information,0,Id_1053836,22,GetVar(25) > 0 and GetVar(39) > 0,,1053836,R,N,[]
,,Advanced-Advanced adaptiv defrost control,Time constant Lpf,5542,600,1,2400,,0,INT,,1,Expert setting - contact Danfoss for further information,0,Id_1053843,22,GetVar(25) > 0 and GetVar(39) > 0,,1053843,S,S,[]
,,Advanced-Advanced adaptiv defrost control,DefrostOut,5547,0,-32768,32767,,0,INT,,1,,0,Id_1056777,22,GetVar(25) > 0 and GetVar(39) > 0,,1056777,R,N,[]
,,Advanced-Advanced adaptiv defrost control,AirTuneValR,5549,0,-32768,32767,,0,Float,,1,,1,Id_1056778,22,GetVar(25) > 0 and GetVar(39) > 0,,1056778,R,N,[]
,,Advanced-Advanced adaptiv defrost control,IceLevel,5550,0,-32768,32767,,0,INT,,1,,0,Id_1056779,22,GetVar(25) > 0 and GetVar(39) > 0,,1056779,R,N,[]
,u00,Advanced-Master control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[]
,,Advanced-Master control,Regulation condition A,2554,0,0,15,,0,,"0:Main switch OFF,1:Injection start,2:Superheat ctrl.,3:Fill evap.,4:Defrost,5:Post defrost,6:Forced closing,7:Injection fault,8:Emergency control,9:Modulating ctrl.,10:Melt period,11:Door open,12:Case cleaning,13:Cutout,14:Forced cooling,15:Shut down",1,Readout of the actual control state of the controller,0,Id_1053669,0,1,,1053669,R,N,[]
,,Advanced-Master control,MC Actual cutin temp.,2553,4,-200,200,°C,0,Float,,1,,1,Id_1053478,0,1,,1053478,R,N,[]
,,Advanced-Master control,MC Actual cutout temp.,2501,2,-200,200,°C,0,Float,,1,,1,Id_1053477,0,1,,1053477,R,N,[]
,,Advanced-Master control,MC Ther. toggle,3146,0,0,2,,0,,"0:No action,1:Toggle ON,2:Toggle OFF",1,Master control signal used for switching case load ON/OFF depending on load condition,0,Id_1053439,0,1,,1053439,S,N,[]
,,Advanced-Master control,MC Load request,3147,0,-100,100,%,0,INT,,1,Master control signal used to control load balance between multiple case controllers on the same suction line,0,Id_1053440,0,1,,1053440,S,N,[]
,,Advanced-Master control,MC Max Te offset,3151,0,-180,180,°C,0,Float,,1,Requested offset to actual evporating temperature in order to keep the air temperature at the actual set point,1,Id_1053798,0,1,,1053798,R,N,[]
,,Advanced-Master control,MC Liquid control,3149,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal allowing switch to adaptive liquid control,0,Id_1053799,0,1,,1053799,S,N,[]
,,Advanced-Master control,MC Night setback,126,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal for changing between day and night time operation,0,Id_1048671,0,1,,1048671,S,N,[]
,,Advanced-Master control,MC Case shutdown,2650,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal used to shut down a case for a time period. During shut down there will be no alarm monitoring,0,Id_1053438,0,1,,1053438,S,N,[]
,,Advanced-Master control,MC Forced closing,3022,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal that will close the injection valve,0,Id_1053437,0,1,,1053437,S,N,[]
,,Advanced-Master control,MC Forced cooling,3044,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal that will provide forced cooling,0,Id_1053436,0,1,,1053436,S,N,[]
,,Advanced-Master control,MC Defrost start,1042,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal for starting a defrost. At adaptive defrost the defrost might be skipped if the defrost is not needed,0,Id_1054102,0,1,,1054102,S,N,[]
,,Advanced-Master control,MC Defrost state,1036,0,0,1,,0,,"0:OFF,1:ON",0,Read out the actual state of the defrost,0,Id_1056772,0,1,,1056772,R,N,[]
,,Advanced-Master control,MC Hold after defrost,2022,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal used for co-ordinated defrost control to hold cabinets from returning to normal refrigeration after a defrost until all cabinets have terminated defrost,0,Id_1054103,0,1,,1054103,S,N,[]
,,Advanced-Master control,MC Stop defrost,1031,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal used to prevent a defrost start in a controller.,0,Id_1054104,0,1,,1054104,S,N,[]
,,Advanced-Master control,MC Request next defrost,1041,0,0,1,,0,,"0:No,1:Yes",1,Master control signal used by system manager to see if a controller is requesting that the next defrost has to be carried out,0,Id_1054108,0,1,,1054108,R,N,[]
,o39,Advanced-Master control,MC Light signal,2058,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal for control of light via data communication signal from system manager,0,Id_1054238,30,(GetVar(184) != 3 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 6 || GetVar(186) == 6 || GetVar(188) == 6 || GetVar(187) == 6 || GetVar(193) == 6)),,1054238,S,N,[]
,,Advanced-Master control,MC Actual dewpoint,2138,0,-200,200,°C,0,Float,,1,Master control signal sending the actual measured dew point from system manager to controller over the network.,1,Id_1054186,0,1,,1054186,S,N,[]
,,Advanced-Master control,MC Tc temp. mean,2634,0,-200,200,°C,0,Float,,1,Master control signal distributing the condensing temperature signal to the case controllers that are using adaptive defrost. At transcritical CO2 sites the receiver pressure is distributed to the case controllers. Function needs to be set up in the system manager.,1,Id_1054109,0,1,,1054109,S,N,[]
,,Advanced-Master control,MC Po load factor,2572,0,0,10,,0,Float,,1,,1,Id_1053479,0,1,,1053479,R,N,[]
,,Advanced-Master control,MC Bluetooth lock,1062,0,0,1,,0,,"0:OFF,1:ON",1,Master control signal that will lock down all Bluetooth datacommunication,0,Id_1048596,0,1,,1048596,S,N,[]
,,Advanced-Master control,MC Min delta T,1061,0,-180,100,°C,0,Float,,1,Required minimum delta temperature across  evaporator (S3 - Te) in order to keep the air temperature at the actual set point,1,Id_1053802,0,1,,1053802,R,N,[]
,,Invisible-Simulation,AI1 Simulering,40001,-200,-200,200,,0,Float,,0,,1,Id_1056284,0,1,,1056284,S,N,[]
